identity,emotion,sentence_id,vc_system,lipsync_system,output_video,lse_c,lse_d,avsu,avsm,lmd,ssim,cpbd,wavlm_sim,mel_sim,wer
Selene,emotional,c01,cosyvoice,wav2lip,data/generated/cosyvoice/wav2lip/Selene_emotional_c01.mp4,0.34820354816809046,0.5684405003756423,-0.06273135085451458,0.10678757160227638,7.075571516062068,0.9309484348026945,96.96172382138286,0.6650197505950928,0.14211367070674896,3.6666666666666665
Selene,emotional,c02,cosyvoice,wav2lip,data/generated/cosyvoice/wav2lip/Selene_emotional_c02.mp4,0.21437576589920282,0.7261707022731774,-0.03814687152776992,0.08760506021567033,8.954323200520795,0.9250574597319915,102.73762384805521,0.35185161232948303,0.07996395230293274,1.6666666666666667
George,neutral,c01,xtts_v2,sadtalker,data/generated/xtts_v2/sadtalker/George_neutral_c01.mp4,0.5139899656960802,0.3082688060211538,0.060965659956393047,0.03280459006519728,15.826083953760902,0.756460933660954,26.590687938803658,0.9187366962432861,0.017492709681391716,nan
George,neutral,c02,xtts_v2,sadtalker,data/generated/xtts_v2/sadtalker/George_neutral_c02.mp4,0.2606055616426318,0.6743749332975386,0.0425380734691893,0.05927984447834268,27.312277032917205,0.7099161587942386,24.016180167857218,0.9547325372695923,0.06134849041700363,0.14285714285714285
George,emotional,c01,xtts_v2,sadtalker,data/generated/xtts_v2/sadtalker/George_emotional_c01.mp4,0.41148711584369707,0.5184597841675658,0.015988150432198058,0.04253549160245042,10.709759188010139,0.770989580781185,32.40618486651729,0.8988957405090332,0.05268111079931259,0.0
George,emotional,c02,xtts_v2,sadtalker,data/generated/xtts_v2/sadtalker/George_emotional_c02.mp4,0.34017663406912757,0.5214363448961614,0.20061314502157546,0.37312990892232634,20.582920692733552,0.7541995592720472,24.220502754452063,0.8171222805976868,0.06836535781621933,0.0
Jordi,neutral,c01,xtts_v2,sadtalker,data/generated/xtts_v2/sadtalker/Jordi_neutral_c01.mp4,0.49716025847433154,0.42251108534937365,-0.06777319808133753,0.15486632907496609,33.65739301257849,0.32663091653040227,103.9250035746852,0.9530729055404663,0.10009646415710449,0.0
Jordi,neutral,c02,xtts_v2,sadtalker,data/generated/xtts_v2/sadtalker/Jordi_neutral_c02.mp4,0.4168605742355378,0.5125746853141437,0.07929989990700088,0.02281952618709645,43.9039397346046,0.35378134323239663,85.58235577561116,0.836303174495697,0.10527235269546509,0.16666666666666666
Jordi,emotional,c01,xtts_v2,sadtalker,data/generated/xtts_v2/sadtalker/Jordi_emotional_c01.mp4,0.23023859955274434,0.6942721968942807,0.05550396157098599,0.08149197349764062,19.373746737210535,0.39017803626447367,92.03393881040864,0.9160071611404419,0.023195212706923485,0.0
Jordi,emotional,c02,xtts_v2,sadtalker,data/generated/xtts_v2/sadtalker/Jordi_emotional_c02.mp4,0.33073029291269085,0.5445981542602782,0.025623226480933622,0.1193058351679968,36.8093951092748,0.32432751024996564,83.6437896518255,0.8181909918785095,0.02608129195868969,0.0
Lisset,neutral,c01,xtts_v2,sadtalker,data/generated/xtts_v2/sadtalker/Lisset_neutral_c01.mp4,0.47721090306406067,0.45247800941581706,0.07064048726283438,0.06130866837186891,17.80474079709551,0.5154092653091914,99.53895285854318,0.9266829490661621,0.006790168583393097,0.5
Lisset,neutral,c02,xtts_v2,sadtalker,data/generated/xtts_v2/sadtalker/Lisset_neutral_c02.mp4,0.31757508183424304,0.6022959343119823,0.0330112327807201,0.08010072424747285,26.605716333528367,0.5118869237954412,34.68860889861485,0.9494377970695496,0.018088791519403458,0.125
Lisset,emotional,c01,xtts_v2,sadtalker,data/generated/xtts_v2/sadtalker/Lisset_emotional_c01.mp4,0.4748471529984199,0.3870570885073271,-0.25159448399030515,0.16921579811333665,13.767428580816475,0.5695517633516091,26.96860731553761,0.9225150942802429,0.24425862729549408,0.0
Lisset,emotional,c02,xtts_v2,sadtalker,data/generated/xtts_v2/sadtalker/Lisset_emotional_c02.mp4,0.28217913423071717,0.6171569531737511,0.12927965542932462,0.054455393373161326,30.565387094716318,0.4869244920384176,25.576126624922146,0.9355993270874023,0.0385841429233551,0.0
Maisa,neutral,c01,xtts_v2,sadtalker,data/generated/xtts_v2/sadtalker/Maisa_neutral_c01.mp4,0.3202263702674384,0.630948431235688,-0.1402018498643762,0.013763839507748399,46.66966895564282,0.4958837159913286,104.27274346472896,0.8785156011581421,0.03250695392489433,0.0
Maisa,neutral,c02,xtts_v2,sadtalker,data/generated/xtts_v2/sadtalker/Maisa_neutral_c02.mp4,0.4660544456094271,0.39384008573372,-0.37219493662336883,0.12123214157887269,43.81358930492017,0.4942445480307021,110.95735532264162,0.8876104950904846,0.04730931296944618,0.0
Maisa,emotional,c02,xtts_v2,sadtalker,data/generated/xtts_v2/sadtalker/Maisa_emotional_c02.mp4,0.2907848773876268,0.46406389300027195,0.15872519709942462,0.1240858659608145,22.388383459123496,0.4971797050139514,44.36192197151286,0.8979202508926392,0.003330368548631668,1.0
